hf_index,pair_id,caption,is_balanced_subset,is_audioset_eval
1590,BfUoopDpmmY.wav,"The low quality recording features a children's song that features a flat male vocal, alongside wide harmonizing children vocals, singing over acoustic rhythm guitar, steel guitar melody, happy bells melody, soft kick hits, mellow snare hits, shimmering hi hats and groovy bass. It sounds joyful, happy and exciting.",False,False
1591,BgTB_xt11bA.wav,This song contains digital drums playing along with a raw synth bass sound playing a melody while a male voice is rapping in a higher key. Then a female voice takes over singing a melody along to the bass. This song may be playing loud when at home alone.,False,False
1593,BhJa0kTUdGY.wav,Two acoustic guitars being strummed can be heard while a male voice is singing in the mid range. Someone is strumming chords in a higher key alone. In the background you can hear acoustic drums and the crowd is cheering. This song may be playing live in a pub.,False,False
1594,BhYaXU1MVcQ.wav,The low quality recording features a sustained horn tone. There is a subtle inhale sound and it sounds reverberant as if it was recorded in a room. The recording is noisy and in mono.,False,False
1595,BiPwCMlghhQ.wav,This reggae song features a male voice singing the main melody. Other male voices sing backing voices repeating the same melody in between lines. This is accompanied by percussion playing a simple melody using reggae rhythm. The bass plays a groovy bassline using runs within the scale. A guitar plays chords by muting technique producing a reggae rhythm. A keyboard plays chords in the background. This song can be played in a documentary about alleviating poverty.,False,False
1596,BiqPn3d_dKM.wav,This audio contains someone playing a very low sounding bass flute like instrument. Playing a rhythmic melody with a percussive sound created with the mouth. This song may be playing during a live performance from a busker.,False,False
1601,BkSCfcTBMRY.wav,"This is a classical music piece performed by a trio of the violin, the cello and the piano. The melody being played is a gentle one and there is a feeling of resolution in this section of the piece. This piece could be used in the soundtrack of a drama TV series during the closing scenes.",False,False
1608,BojCkFK3pNg.wav,"This music is instrumental. The  tempo is fast with a lively and happy harpsichord melody. The music is upbeat, engaging, happy, cheerful and peppy. This music is a Classical piano/harpsichord Instrumental.",False,False
1609,BpLUOKHl51E.wav,The low quality recording features a reverberant intimate female vocal singing over sustained strings and mellow piano. It sounds loud and emotional and the recording is extremely noisy and in mono.,False,False
1610,BqIZipifARo.wav,"The song is an instrumental. The tempo is medium with an electric guitar playing a dreamy solo with a keyboard accompaniment , string section harmony and rhythmic percussion rhythm. The song is passionate and emotional. The song is a rock guitar instrumental.",False,False
1615,BscoQHJrNm8.wav,"The low quality recording features a metal song that consists of a screaming female vocal singing over punchy kick and snare hits, energetic cymbals, groovy bass guitar, wide distorted electric guitars, strings melody and repetitive piano melody. At the very end of the loop, there is a short distorted static sound. It sounds energetic, aggressive and manic.",False,False
1617,BtdzVnXZ0i4.wav,This is a theme from a movie soundtrack. It is an instrumental piece. There is a synth playing a mellow tune at a low-to-medium range. The tune has a melancholic feel to it. It could be used in the soundtrack of a drama movie during introspective scenes where a character is reminiscing over troublesome memories.,False,False
1618,BurGML_ZqSA.wav,This sound is of a doorbell. It is playing a high pitched melody with a chiming sound. There are no other instruments in this song. There are no voices in this song. This sound is similar to what you would find in a music box.,False,False
1620,Bx3nzrmGXhw.wav,A female soprano singer sings this high pitched melody. The song is medium tempo with just the singer singing this hauntingly beautiful choral melody with no accompaniment. The song is emotional and devotional. The audio quality is bad.,False,False
1624,ByF0pp-dVEo.wav,This audio contains someone beatboxing. Then a male voice starts singing loud and at a higher pitch. The crowd is cheering in the background. This song may be playing live during a beatbox performance.,False,False
1627,BzM0qok5Cns.wav,"The low quality recording features a commercial song that consists of an acoustic rhythm guitar, claps, shimmering shakers, shimmering bells melody, synth lead melody, simple bass and generic female voice tag. It sounds happy, fun and joyful.",False,False
1628,C-1i2GlbiIY.wav,"A male vocalist sings this emotional R&B song. The tempo is slow with a melancholic piano accompaniment with drum machine arrangement. The song is an emotional , soulful, pensive, sentimental,melancholic, romantic love song. This song is a Soul/R&B.",False,False
1629,C-7ubPOCeJk.wav,"The Pop song features a passionate female vocal singing over groovy bass, wide electric guitar melodies and shimmering shakers, as the overall audio is slowly fading out. It sounds addictive, passionate and intimate.",False,False
1631,C0AQyOVGvFM.wav,"A male vocalist sings this mellow song.he tempo is medium with jazz style piano accompaniment, synthesiser articulation, slick drumming, funky bass line, cajun beat and an interactive vocal harmony. The music is mellow, soothing, ambient, soulful, passionate, emotional and persuasive. This song is a contemporary R&B/Soul.",False,False
1632,C0eCERYt4bA.wav,This is a live performance by an African music group in a gospel style. The drum pattern is intricate and there are other percussive elements like an occasional bongo and a wooden percussion instrument. The melodic elements are the vintage sounding electric piano  as well as the vibrant and fun brass melody played on the trumpets.,False,False
1641,C4MeKaeaPcU.wav,This is a recording of a skilled organ player playing some intricate motifs on the organ. The music is soulful and also has a gospel feel to it. It's a live recording with low-quality audio.,False,False
1643,C5Zs-Lb2rIM.wav,"A male vocalist sings this passionate Hip-Hop. The tempo is medium fast with synthesiser articulation, digital drumming and turn table effects with vocal backup. The song is enthusiastic, passionate, persuasive, emphatic, emotional , youthful and groovy. This song is a freestyle Hip-Hop.",False,False
1644,C6-JxDWYJ-A.wav,"The low quality recording features a flat male vocal singing over groovy bass, brass melody, punchy snare and shimmering hi hats. The recording is messy, noisy, distorted and in mono, vintage as it is probably old.",False,False
1647,C6ws4MxOH2Y.wav,The recording features a tutorial for a cover of a pop song and it consists of a saxophone melody alongside some buttons tapping noises. It sounds warm and mellow.,False,False
1651,C9e2k030QcY.wav,The song is an instrumental. The tempo is medium with a  Harpsichord being played by an elder gentleman in classic baroque style. The music is engaging and exciting. The song audio quality is poor.,False,False
1653,CAbNGe1PWoY.wav,"This is a heavy metal music piece. There is no singer in this piece. There is a complex electric guitar solo being played. The melodic background consists of the distorted electric guitar and the bass guitar. The rhythm is being played by the acoustic drums. The atmosphere of this piece is loud and hard-hitting. This piece could be used in the soundtrack of an action-filled cartoon/animation movie, especially during the combat scenes.",False,False
1660,CHo8wKj9J1w.wav,"The song is an instrumental. The song is medium tempo with a percussionist practising Latin bass drums with a  drum stick to a music track with male vocals, trumpet harmony and other percussion. The audio quality is poor and boomy.",False,False
1664,CKEPPcaCjbw.wav,solo electric guitar music with a clean tone. The guitar is slightly out of tune. The music mostly consists of single notes as opposed to chords. The guitar plays blues licks.,False,False
1665,CKO35LsM0XI.wav,"The low quality recording features an indie rock song that consists of passionate female vocal singing over energetic drums, electric guitar solo melody and groovy bass, over which there is a flat, nasal and muffled male vocal narrating. The song sounds energetic and uplifting.",False,False
1668,CM2rKZmcR0I.wav,"This slow pop song features a male voice singing the main melody. Another male voice sings backing voices in harmony with the main melody. A synth plays the same melody as the main voice using staccato notes. This is accompanied by percussion playing a trap beat. The bass plays the root notes of the chords and flourishes during chord changes. The bass notes are played without pausing in between notes. Instead, the notes are slid into each other. The mood of this song is romantic. This song can be played in a heartbreak scene in a romantic movie.",False,False
1669,CM7jMnBXw2Y.wav,"This rock song features a guitar solo being played on a distortion guitar. This starts off with a string bend followed by a descending lick. A harmonic string scratch technique is played to produce a screeching sound. This is followed by a fast ascending scale run. This is accompanied by percussion playing a simple rock beat. The bass plays the root notes of the chords. There are no voices in this song. This is an instrumental. Due to the low audio quality, the instruments are not clearly heard.",False,False
1674,CPX6f-Awx-0.wav,"A male vocalist sings this spirited French Pop song. The tempo is medium with electronic music, synth arrangements and slick digital drumming. The song is youthful, peppy, buoyant, perky, catchy, romantic, simple and charming. This song is a contemporary French Urbano.",False,False
1678,CRHEuoCnI74.wav,This clip features a note played on a saxophone. The note goes slightly flat and slightly sharp over the course of playing. There is no melody in this song. There are no other instruments in this song. There are no voices in this song. This song can be used for an instruction video on holding a note on a saxophone.,False,False
1680,CRUd8kY3L70.wav,"This music is an energetic instrumental. The tempo is fast with a vivacious harmonica lead, lively guitar rhythm, enthusiastic cello and punchy drumming. The song starts with an enthusiastic vocal riff. The music is an upbeat, catchy, buoyant, peppy, youthful, energetic and lively Harmonica instrumental.",False,False
1682,CSzMTqkLHyg.wav,"This is a home recording of a didgeridoo performance. The performance is in the low-to-medium range. There is a raw, tribal atmosphere to this recording. It could be used in the soundtrack of a horror video game that has a jungle/primal setting.",False,False
1684,CVgLrsBPt4o.wav,This song features a didgeridoo being played. Only one note is played. A male voice narrates a line before playing the instrument. There are no other instruments in this song. There is no melody in the music.,False,False
1688,CYZZIkEw_jY.wav,"This music is an energetic drum solo. The tempo is fast with an enthusiastic, vigorous drumming riff. The drummer uses the snare and bass drum to create a thumping beat. It is youthful, rhythmic,vivacious, upbeat ,buoyant and infectious.",False,False
1689,CYuYfvQv4eo.wav,This is the live performance of a jazz music piece. There is an organ playing the chords in the background. There is a complex and improvised saxophone solo in the lead. The acoustic drums are playing a mellow jazz beat. The atmosphere is rather tranquil. This piece could be playing in the background at a coffee shop or a classy restaurant.,False,False
1691,CZZSQ6rd8h0.wav,This audio contains someone playing a violin with a sad melody and strong bow strokes. The piece sounds as if someone is frustrated and emotional. This song may be playing at a concert.,False,False
1695,CaCjiFUL6Fg.wav,This audio contains someone playing tablas along to a string instrument playing a melody with a bow. A female voice is singing the same melody. This song may be playing live singing along to train singing.,False,False
1697,Cd7JefC6-Zw.wav,"This music is a youthful instrumental. The tempo is fast with a DJ using a turntable to manipulate sounds and music on a turntable using vinyl records. The music has a repetitive, catchy vocal riff , thumping beats and scratching sounds.",False,False
1699,CdWA-SNcYpM.wav,This clip features low quality audio. The song is a heavy metal song where a guitar solo is played on the higher register of the scale. This is accompanied by percussion playing an uptempo beat. The bass plays a heavy riff using open notes and its octave. The distortion guitar plays power chords. There are no voices in this song. This is an instrumental song. This song can be played in a racecar sequence in a movie.,False,False
1701,Ce-Xok6SRPU.wav,"This is a classical orchestral piece. The piece gives off the feeling of intensity and excitement. It would be used in  any scene that is thrilling and suspenseful. We hear french horns, violins and tubas. The violins are used to create a hurried moment of tension before descending back to the main motif on the brass instruments.",False,False
1702,CeaWlENtRio.wav,"The low quality recording features a traditional song that consists of a repetitive and addictive string melody, wooden percussion and shimmering cymbals. It sounds really energetic and addictive - almost like a pop song would. The recording is a bit noisy and the left channel of the stereo image is occasionally muffled.",False,False
1706,ChCdYoDz7CY.wav,"Kid voices are talking along with female voices. Then a background song starts playing a track containing acoustic drums, a piano and a female voice singing. The kids are singing along loudly, sounding cheerful. This song may be playing in a classroom full of kids.",False,False
1707,ChqJYrmQIN4.wav,"The low quality recording features a live performance of a folk song that consists of an accordion melody playing over groovy bass, shimmering hi hats, punchy snare and electric guitar melody. There are crowd chattering noises in the background. It sounds passionate and groovy.",False,False
1709,Ck-1kRnHqro.wav,This audio contains complex and fast acoustic drums with a lot of cymbal hits along with a tambourine shaker. E-guitars and e-bass are playing along to the drums. This piece is in a 7/4 time signature. This song may be playing at a live rock concert.,False,False
1710,Ck_bvV8Aa-k.wav,This is the amateur recording of a jazz music piece performed live on the street. The volume of the recording is quite low. There is a female vocalist singing upfront. The tuba is playing the bass line as an accompaniment to the vocals. The tuba player is playing a minimal acoustic drum kit made up of just a drum kick and a ride cymbal in the meantime. There is a swing feel to it. The quietness of the recording makes it sound like the music is coming from vinyl. It would suit perfectly as a piece in a movie playing on a vinyl record player.,False,False
1715,CnTMm-bzssM.wav,"The low quality recording features a mellow piano melody, followed by sustained strings melody. It sounds sad, emotional and melancholic.",False,False
1717,CpHRQ-f4UtA.wav,This song contains a timpani hit going along with single notes of an upright bass. A string section is playing a simple melody in a higher key while an oboe/flute is playing the lead melody. In the background you can hear a brass section playing along with the strings rising and falling in volume. This song may be playing in a sad and mystic movie scene.,False,False
1719,CqtknE729Lw.wav,This is an instrumental classical music piece with clear Italian influences. There is a piano playing a gentle melody and a mandolin being strummed rapidly but with low velocity. The atmosphere is relaxing. This piece can be used during the scenery shots of a romance movie taking place in a Mediterranean country.,False,False
1721,CretxKgW4Jk.wav,This is a K-pop music piece being performed live by a girl group. There are female vocals singing melodically. There is a keyboard playing a simple and repeated theme. The rhythmic background consists of a danceable electronic drum beat. The atmosphere is easygoing. This piece could be playing in the background at a clothing store.,False,False
1723,CrkxrgTiVyk.wav,"The low quality recording features a live performance of a jazz song and it consists of a groovy bass guitar, groovy rhodes keys, electric guitar melody, shimmering hi hats, punchy kick and punchy snare hits. It sounds groovy, funky and passionate. The recording is noisy and in mono.",False,False
1728,CwImmV7q1MY.wav,"The low quality recording features a harmonica solo melody playing over a boomy playback song in the background. The song consists of shimmering hi hats, groovy bass and electric guitar melody. The recording is noisy and in mono.",False,False
1730,CwmUMySSNQc.wav,"A male and female singer sing this vocal duet. The song is medium fast tempo with a guitar accompaniment, steady drumming rhythm with exciting drum rolls, cymbals crashes and a percussive bass line. The song is romantic and exciting. The song is retro pop with a bad audio quality.",False,False
1731,CxTFgimfNfA.wav,This audio contains a loop repeating a beatbox pattern and clapping sound. A horn is playing a lower melody while someone is playing a long note on top in a higher key. This is an amateur recording and may be playing while looping yourself.,False,False
1732,CxgVq6eovRU.wav,"The low quality recording features a drums tutorial where a flat male vocalist is talking after shimmering his hats, snappy snare hits and pumping kicks. It sounds groovy and the recording is noisy.",False,False
1733,Cy3HWnwMLyI.wav,"This music is an intense instrumental. The tempo is medium with an incessant droning of the didgeridoo, stringed instrument riff, and synthesised sounds like metallic sounds,menacing grunts, roars, echoes, resonance and bells ringing in the distance. The music is intense, sinister, dangerous, anticipatory, burgeoning, spooky and hostile. This is an Electro Trap.",False,False
1736,CzHZNJEV-3o.wav,This clip features a nursery rhyme. The singer plays the guitar and sings in a calm and gentle tone. The singer misses some notes on the guitar - playing with some mistakes. The quality of the audio recording is low.,False,False
1738,D-PxXM2I5gY.wav,The low quality recording features a chill electric guitar melody. It sounds easygoing and relaxing. The recording is noisy and in mono.,False,False
1743,D3f5VIJYR7M.wav,The low quality recording features a saxophone scale run melody. The recording is noisy and in mono.,False,False
1744,D3ht_xXl5S0.wav,"The low quality recording features a disco song that consists a fruity male vocal singing over groovy bass, punchy ""4 on the floor"" kick pattern, wide funky electric guitar chords, shimmering open hats, muffled punchy snare, shimmering bells melody, groovy bass, high pitched sustained strings melody and low toms. There is a short snippet of harmonizing vocals at the end of the loop. It sounds energetic and addictive.",False,False
1745,D3q_stCeCA8.wav,This is an African folk music piece. There are two female vocalists and a male vocalist singing in a tribal style. The rhythm is played by one of the singers with a shekere in her hand. The atmosphere is vibrant. This piece could be playing in the soundtrack of an adventure movie that takes place in Africa.,False,False
1746,D4GVgBX1eYc.wav,This composition contains a cello playing in the lower register providing a bass melody while other violas and violins are playing a melody and a countermelody in the mid to high range. This song sounds suited for a wedding proposal.,False,False
1748,D644BWAUOXo.wav,"This is a gentle, soothing and meditative song of South Asian origin. The electric piano is played along with a group of singers who sing calmly in unison. The song has an uplifting emotional effect.",False,False
1749,D6xrH93lnoc.wav,This is a rock-n-roll music piece. There is a male vocalist singing as if he is telling a story in the lead. The electric and the bass guitar are playing a simple tune. The acoustic drums are playing an upbeat rhythm with a heavy use of rimshots. The atmosphere of the piece is groovy. This piece could be used in the soundtrack of a romance/romantic comedy movie where the protagonist cannot stop thinking about a girl.,False,False
1753,D7z2Q-hH25s.wav,"This salsa song features a male voice singing the main melody. This is accompanied by percussion playing a salsa beat. The piano plays a typical salsa rhythm using the main chords for the song. The bass plays the root note and fifth of the chord. Due to the low quality of the audio, other instruments are not audible. This is a cover song of another famous song. This song can be played for a salsa dance.",False,False
1755,D8zK7PHIkgA.wav,"A male vocalist sings this enthusiastic hip-hop song. The tempo is medium fast with a lively keyboard harmony, slick drumming, subtle drumming, cymbals, synthesiser arrangements and enthusiastic vocal backup. The song is lively, spirited, youthful, passionate, emotional and persuasive. It talks about love, peace, freedom,harmony and kindness towards humankind. This song is a Reggae Fusion/ Hip-Hop song.",False,False
1756,D9893od03Sc.wav,"The low quality recording features a live performance of a country song that consists of an acoustic rhythm guitar, groovy bass guitar, shimmering hi hats, simple kick, punchy snare and steel guitar repetitive melody. At the end of the loop, there is a short snippet of passionate male vocal singing, while at the beginning there is a crowd clapping sound. It sounds joyful and addictive.",False,False
1758,DA3fNvbZoBM.wav,"This is a quintessentially folk-rock song, with at least a three-part country-folk harmony. There is an acoustic guitar arpeggio throughout the clip, and a powerful stab on the bass strings every second bar. The song feels sombre, in a way.",False,False
1761,DAX9uKYlDvw.wav,This is a traditional Latin American song which would be suitable for salsa dancing. There are layers of percussion including bongo drums and snare drums. The pianist plays intricate melodies and the brass section plays vibrant and punchy motifs. It's a live performance with a relatively poor audio quality. There is a male group of singers performing energetically.,False,False
1763,DC0C-KO9EJk.wav,"This song contains a synth bass changing pitch really fast along with a digital drum groove. A distorted e-guitar is playing a riff that is panned to the right side of the speakers. This audio may be playing in a fast paced, arcade video-game.",False,False
1769,DGON0D8E17Q.wav,"This music is instrumental. The tempo is fast with a burgeoning beat and digital swishing sounds. The music clip seems to be the introduction of the song as it starts with a slow tempo and decibel and rapidly builds up to a faster beat. The music is youthful, buoyant, energetic, pulsating and high spirited. This song is an Electronica/Techno Pop.",False,False
1771,DHo1z0_ZUNA.wav,The song is a slow country song - a country ballad played on a steel guitar. This is the type of song that would be suitable for an old country western movie where a hero character walks into a diner. This is a live recording and the song has a slow tempo.,False,False
1775,DLDZrtwyY_Y.wav,"The song is an instrumental. The song is medium tempo with a brass quartet playing French horns playing a well known movie soundtrack to the crowds cheering, clapping  and whistling. The sound quality is bad with ambient crowd noise.",False,False
1777,DMwvY--3XD0.wav,This children's song features the voices of children singing the  main melody. This is accompanied by percussion playing a simple beat. A keyboard plays the sounds of a marimba to give this song a reggae feel. The bass plays the root notes followed by a run at every chord change. This song has a happy mood. This song can be played in a children's animation movie.,False,False
1783,DPW5M1FYxu4.wav,This composition contains acoustic guitars strumming chords panned to the right side of the speakers. Other plucked string instruments are playing a melody along. An acoustic drum is playing a simple dance groove with a pregnant hihat. In the background you can hear an upright bass and violins playing a melody on the next part of the song. A male voice is singing in the mid-to high range. This song may be playing live.,False,False
1785,DQrdOgRb-oA.wav,This is an ambient/electronica music piece. It is an instrumental piece. There is a granular synth playing a vague sounding melody while a warp effect enters and a piano starts playing gently. There is a nostalgic and melancholic feel to it. This piece could be playing in the soundtrack of a drama movie during a scene where the feeling of regret is emphasized.,False,False
1786,DQzg3cZeYSw.wav,This is an amateur recording of a little girl performing on a turntable. The girl can be heard talking to the person behind the camera. There is a repeating male vocal sample and an electronic drum beat in the piece that is playing. There is an urban atmosphere to the track.,False,False
1789,DTnCrtCro44.wav,"This song features a didgeridoo playing the main melody. This is a droning sound. This is accompanied by percussion playing a simple beat. A bass playing fills in the same scale as the didgeridoo melody. A piano plays filler chords in between lines. In the background, the sound of crickets is played. The sound of birds chirping is played. This song can be played in a meditation session. There are no voices in this song.",False,False
1790,DU3Vlaa8rU0.wav,The low quality recording features a tutorial on boomy organ keys narrated by flat male vocals. It is noisy and the recording is in mono.,False,False
1794,DV5mynb77JM.wav,Here we have a guitarist playing an intricate rock motif on the electric guitar. We hear some rapid plucking of a melody that sounds dark and mysterious. This is a live recording.,False,False
1796,DW3z-ByrfWY.wav,"The low quality recording features a flat male vocal talking over digital synth melody, followed by stuttering buzzy noise. The recording is in mono and very noisy.",False,False
1797,DW7Qe-50X_A.wav,This is a Jordanian folk music piece. There is a male vocalist singing in the Arabic language in a melancholic manner. The melody is being played at a medium range by the rabab. There is a string section backing holding a single note. The atmosphere is solemn. This piece could be playing during a mourning scene in a drama movie that takes place in the Arab world.,False,False
1798,DX4_QlYLq30.wav,This is a lullaby music piece. It is an instrumental piece. There is a music box playing a gentle melody in the major key. The atmosphere is calming and relaxing. This piece could fit perfectly in a playlist meant to be played for babies before sleep. It could also be playing in the background at a daycare center.,False,False
1799,DXd83S6NHLg.wav,This clip features the sound of a Tibetan singing bowl.  The sound is a high pitched sound that is sustained without breaks. It's a relaxing and serene sound.,False,False
1800,DXeiJpZXVAI.wav,"The low quality recording features a live performance that consists of shimmering hi hats, claps, groovy bass, groovy piano melody, brass melody and punchy snare. In the second half of the loop, there is a boomy microphone feedback, which makes a happy and fun atmosphere a bit suspenseful.",False,False
1802,DYp8940tHso.wav,This is the guitar cover of a speed metal/progressive metal piece. The distorted electric guitar is playing a solo. There is a rapid and complex procession of notes in the solo which is played by the shredding technique. There is a loud and violent atmosphere to the recording. The quality is quite poor since the recording is a bit dated.,False,False
1806,D_usHKfOXCw.wav,This audio features a drum practice pad being played. A shuffle beat is played on the practice pad. There are no other instruments in this song. A male voice narrates instructions. This song can be played in an instructional video on the shuffle beat.,False,False
1813,DgVpK6r7JT4.wav,"This is an excerpt from a dubbed anime. There is a male voice speaking in a funny manner. Then, a dramatic orchestra piece starts playing to imply something is about to happen. The brass section and the timpani are playing a rising pattern until a sneeze and hissing sounds can be heard. There is a peculiar feel to this track. Parts of it could be sampled for use in beat-making.",False,False
1814,DgqPgNqW2hE.wav,"A female singer sings this beautiful vintage French melody. The song is medium tempo with a steady drum rhythm, steady bass line, piano accompaniment , string section harmony and some lush snare play. The song is romantic and cheerful with an avant-garde nature.",False,False
1816,Di7Rs4QmYKI.wav,This is a classical music piece that resembles the style of a march. It is an instrumental piece performed by a brass orchestra. The main theme is being played by the trombones while a bass line is played by the tuba. The tempo of the piece is slow and this creates an epic but solemn atmosphere. This piece would work perfectly as a movie music piece. It could be playing during the scenes of an important character dying.,False,False
1818,DkZ1Or_D-g8.wav,This audio contains someone creating sounds with a theremin. This is not a musical composition. This is an amateur recording.,False,False
1825,Du3Q6NdsSso.wav,"The low quality recording features a cover that consists of a muffled tuba melody. The recording is very noisy, in mono - as it was probably recorded with a phone, but it sounds happy and fun.",False,False
1826,DueNcVFHI0k.wav,This amateur recording clip features a snare drum playing a continuous roll. It is like a marching beat. It sounds like a roll made before an important announcement in a kingdom. This is an instrumental clip. There are no voices in this clip. There are no other instruments in this clip.,False,False
1827,Dv21JlCT4_k.wav,This is a Gregorian chant performed at a Christian Orthodox church setting. There is a female vocalist singing in the lead while a choir is singing in a hum-like manner at low-to-medium pitch. The atmosphere is religious and the character of the song is solemn. This piece can be used in the background at Orthodox religious events. It could also be playing in tragedy/aftermath of battle scenes in historical drama movies or TV shows with a Balkan/Eastern European setting.,False,False
1828,DvN5813H7Bo.wav,This is a reggae music piece. There is a male vocalist singing in a laid-back manner. The keyboard is playing the main tune. The electric guitar is being strummed in a staccato off-beat pattern. There is a groovy bass line being played by the bass guitar. The rhythmic background consists of a reggae acoustic drum beat. The atmosphere is chill and trippy. This piece could be used in the soundtrack of a romance movie with a tropical setting.,False,False
1830,Dx58W7opw5A.wav,This song features a song being played on a didgeridoo. This features a droning sound. A shaker is played through the song and is doubled in tempo at the end of the song. An acoustic guitar strums chords. This song can be played at a club.,False,False
1833,E29kpquu8W4.wav,"The Drum & Bass song features a mellow electric guitar melody, synth pad chord, long crash cymbal, buzzy synth lead melody and distant, fading out drums playing in the background. It is very reverberant, thus the song has a spacey vibe. It sounds relaxing and calming.",False,False
1834,E2gstPe3Im4.wav,"This music is instrumental. The tempo is slow with a steady, droning keyboard harmony and synthesiser arrangements to create sounds like howling wind, door thudding and a rhythmic male vocal riff. The music is serious, suspenseful, grim, spooky, sinister, chilling ,anticipatory and terrifying. This music is Synth Pop.",False,False
1835,E2v025Ilsqo.wav,This Indian folk song features a male voice singing the main melody. This is accompanied by tablas playing the percussion. A flute and another wind instrument voice are played on a synthesizer. The synth repeats the melody which is sung by the voice. A tambourine plays on every count of each bar. This folk song can be played in a village scene in an Indian movie.,False,False
1838,E4To9BC2jx8.wav,This is a folk rock song with a strong Irish influence. We hear a typical Irish fiddle tune played on the violin - as the leading melodic motif for the instruments. The singer has a burly rock and roll voice and the song just has a general feel-good aura to it.,False,False
1840,E6B81rrUlnE.wav,The low quality recording features a swinging and resonating sound. The recording is noisy and in mono.,False,False
1841,E6JR3htwgyE.wav,The song is instrumental. The song is medium with a bell ringing with echoes in the room. There is no other instrumentation. The song is healing and relaxing in nature. The audio quality is bad with ambient room noise.,False,False
1844,EBpa2CADNJA.wav,This is a live recording of a blues piece being played by a guitarist. The audio recording is vintage and the quality could be improved. The guitarist plays an intricate finger picked piece with slides embedded between the plucked notes.,False,False
1848,EFlGHxV5WsY.wav,"Heavily effected, instrumental psychedelic rock music featuring phaser effects, strummed acoustic guitars, and bass guitar played in a compound meter. The feeling is airy.",False,False
1849,EGIeykrN4eg.wav,"This song is vibrant, alive, exciting and fun. It features elements of inspiration from Latin and French music, as heard in the use of the flamenco guitar alongside the accordion.The song is suitable for dancing, and has a charming bounce to it. The initial part of the song builds up to the section that's most alive and layered.",False,False
1850,EHm7vLZewS0.wav,"A female vocalist sings this melodic Soft Rock. The tempo is medium with intense electric guitar harmony, keyboard accompaniment, synthesiser arrangements, steady drumming and subtle bass. The vocals are soft and melodic . The song is passionate, emotional, euphonious, simple, fresh and pleasant. This song is contemporary soft rock.",False,False
1857,EN_FOFkxAEw.wav,"The low quality recording features an ambient song that consists of mellow wide bells and wide low synth pad playing in the background. It sounds calming, relaxing and hypnotic, like something you would hear in a hypnotic therapy session.",False,False
1859,EOaQnfDjVyo.wav,"This is a live recording of a symphonic orchestra. The recording quality is good, and every section is clearly audible. The music creates excitement and a feeling of needing to hurriedly get somewhere.",False,False
1860,EPjfqS5NvCY.wav,A male voice is speaking while someone is playing an e-guitar with a lot of reverb and a little delay running down the strings. This is an amateur recording. This may be playing while demonstrating someone your guitar.,False,False
1863,EQSv7DIJJtw.wav,"A female singer sings this cool pop melody. The song is medium with a steady drumming rhythm, percussive bass line, keyboard accompaniment and various percussion hits. The song is modern K-pop. The song is romantic and cheerful.",False,False
1867,ESbtW0CUmp4.wav,This audio contains someone playing a gospel/jazz melody when a very loud drum comes in with a fill-in on the toms. This is an amateur recording and of poor audio-quality. This song may be playing in a gospel church.,False,False
1868,ET6HVZ8muVE.wav,This country song features a male voice singing the main melody. This is accompanied by percussion playing a simple country beat in common time. A pedal steel guitar plays sliding notes as fills in between lines. The bass plays the root note and the lower fifth of the chords being played. The other instruments are not audible as the audio quality is low. This song can be played in a square dancing party.,False,False
1869,ET7yQfaiF_8.wav,"The low quality recording features a cover of a rock song and it consists of a passionate male vocal singing over an auto harp melody. It sounds passionate, emotional and mellow, despite the fact that the recording is noisy and in mono.",False,False
1872,EUmfsCvmkgo.wav,This is an advertisement jingle in the style of a kids song. It is in major key. There is a female vocalist singing in the lead while the sound of children talking can be heard every now and then. The bass guitar is playing a groovy tune. There are wind chimes that can be noticed. The rhythmic background consists of a simple acoustic drum beat. The atmosphere is cheerful but generic.,False,False
1874,EY8boPZ1hPs.wav,"A male voice is talking in a typical advertisement manner. In the background you can hear a song containing a strummed acoustic guitar, a melody played with a xylophone and whistling in the same melody. An e-bass is underlining the song with a walking bassline. A kid's voice talks for a moment then the song stops as it comes to its end. This song may be playing in a happy advertisement.",False,False
1876,EZJzzWEDtQo.wav,This audio contains someone playing a horn solo in a room full of reverb. This song may be playing in an orchestra.,False,False
1877,EZb1wQsg6CU.wav,"This bollywood song features a harmonica playing the main melody. The harmonica is played with a tremolo effect at the end of the lines. This is accompanied by a percussion playing a simple beat, A violin repeats the last part of the melody as played by the harmonica. The bass plays the root note of the chords. This is an amateur recording and the rest of the instruments are not clearly audible. This song can be played in a happy movie.",False,False
1879,E_34BmDVnOI.wav,"The low quality recording features a wide filtered, reverberant laser synth, punchy kick layered with energetic crash cymbal and synth pad chord. It sounds suspenseful, intense and weird.",False,False
1880,E_IG2ubeTME.wav,This song contains a digital drum playing a dubstep groove with a morphing sub-bass sound that is being used as melody. This song may be playing loud with headphones while running.,False,False
1883,EayN_Jj0740.wav,"The low quality recording features a classical song that consists of a sustained cello melody playing over sustained strings. It sounds emotional, passionate and the recording is a bit noisy.",False,False
1884,EcEDVL6vn_w.wav,"The low quality recording features an arpeggiated harp melody. The recording is noisy and it sounds mellow, soft and emotional.",False,False
1888,Ehks1uuwR3s.wav,Here we have a live recording of an artist playing on the bagpipes. He plays a piece that feels emotional and uplifting. This piece would be fitting on the battlefield to bring about conviction and courage. It is a Scottish instrument.,False,False
