ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval,clip_key,normalized_caption,raw_aspects,aspects,audioset_ids,n_aspects,caption_words,selected_tags,selected_tag_ids,task1_split
3NAqH9LYDyU,30,40,"/m/04rlf,/t/dd00035","['soca music', 'electronic', 'pop', 'male vocal', 'autotune singing', 'hollering sample', 'melodic pad', 'electronic drums', 'sensual', 'danceable']",This is a soca music piece. There is a male vocalist singing with autotune. A repeating hollering sample can be heard. The tune is being played by a melodic pad. The rhythm is provided by an electronic drum beat. The atmosphere is danceable. This piece could be playing in the background at a Caribbean nightclub.,9,False,False,3NAqH9LYDyU__30__40,this is a soca music piece. there is a male vocalist singing with autotune. a repeating hollering sample can be heard. the tune is being played by a melodic pad. the rhythm is provided by an electronic drum beat. the atmosphere is danceable. this piece could be playing in the background at a caribbean nightclub.,"['soca music', 'electronic', 'pop', 'male vocal', 'autotune singing', 'hollering sample', 'melodic pad', 'electronic drums', 'sensual', 'danceable']","['soca music', 'electronic', 'pop', 'male vocal', 'autotune singing', 'hollering sample', 'melodic pad', 'electronic drums', 'sensual', 'danceable']","['/m/04rlf', '/t/dd00035']",10,55,"['male vocal', 'pop', 'electronic drums']","[30, 33, 35]",train
3Nwsd439zmU,260,270,"/m/03qjg,/m/085jw","['low quality', 'live performance', 'folk', 'harmonica melodies', 'groovy double bass', 'shimmering hi hats', 'noisy', 'wide']",The low quality recording features a live performance of a folk song and it consists of harmonica melodies played over groovy double bass and shimmering hi-hats. The recording is noisy and fairly wide.,4,False,False,3Nwsd439zmU__260__270,the low quality recording features a live performance of a folk song and it consists of harmonica melodies played over groovy double bass and shimmering hi-hats. the recording is noisy and fairly wide.,"['low quality', 'live performance', 'folk', 'harmonica melodies', 'groovy double bass', 'shimmering hi hats', 'noisy', 'wide']","['low quality', 'live performance', 'folk', 'harmonica melodies', 'groovy double bass', 'shimmering hi hats', 'noisy', 'wide']","['/m/03qjg', '/m/085jw']",8,33,"['low quality', 'noisy', 'live performance', 'shimmering hi hats']","[0, 3, 9, 22]",train
3OLeJZF4oI0,290,300,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/09x0r,/m/0fx80y","['guitar instruction', 'acoustic guitar', 'male voice', 'single strum', '7th chord', 'no other instruments', 'no vocal melody']",This guitar instruction audio features an acoustic guitar. This starts off with a male voice giving instructions on how to play the guitar. The bass note is played on the open string and the chord is strummed once. This is the Hendrix chord being played on the acoustic guitar. There are no other instruments in this song. There is no vocal melody in this song. This audio can be used in a guitar instruction video.,0,False,False,3OLeJZF4oI0__290__300,this guitar instruction audio features an acoustic guitar. this starts off with a male voice giving instructions on how to play the guitar. the bass note is played on the open string and the chord is strummed once. this is the hendrix chord being played on the acoustic guitar. there are no other instruments in this song. there is no vocal melody in this song. this audio can be used in a guitar instruction video.,"['guitar instruction', 'acoustic guitar', 'male voice', 'single strum', '7th chord', 'no other instruments', 'no vocal melody']","['guitar instruction', 'acoustic guitar', 'male voice', 'single strum', '7th chord', 'no other instruments', 'no vocal melody']","['/m/0342h', '/m/042v_gx', '/m/04rlf', '/m/04szw', '/m/07s0s5r', '/m/09x0r', '/m/0fx80y']",7,75,"['acoustic guitar', 'male voice', 'no other instruments']","[16, 28, 53]",train
3OUNEL8XaR0,30,40,"/m/025td0t,/m/02cjck,/m/04rlf,/t/dd00033","['instrumental', 'slow tempo', 'violin harmony', 'melodic piano', 'melancholic', 'shaker song', 'pensive', 'poignant', 'harp', 'wind instrument', 'soothing', 'mellow', 'calming', 'enigmatic', 'ethereal', 'dreamy', 'peaceful', 'pensive']","This music is a soothing instrumental. The tempo is slow with a beautiful violin symphony, romantic piano accompaniment, harp melody, a wind instrument and shakers. The music is mellifluous, gentle,pensive, nostalgic, poignant, melancholic,
romantic, enthralling, enigmatic, dreamy, calming and ethereal.",7,False,True,3OUNEL8XaR0__30__40,"this music is a soothing instrumental. the tempo is slow with a beautiful violin symphony, romantic piano accompaniment, harp melody, a wind instrument and shakers. the music is mellifluous, gentle,pensive, nostalgic, poignant, melancholic, romantic, enthralling, enigmatic, dreamy, calming and ethereal.","['instrumental', 'slow tempo', 'violin harmony', 'melodic piano', 'melancholic', 'shaker song', 'pensive', 'poignant', 'harp', 'wind instrument', 'soothing', 'mellow', 'calming', 'enigmatic', 'ethereal', 'dreamy', 'peaceful', 'pensive']","['instrumental', 'slow tempo', 'violin harmony', 'melodic piano', 'melancholic', 'shaker song', 'pensive', 'poignant', 'harp', 'wind instrument', 'soothing', 'mellow', 'calming', 'enigmatic', 'ethereal', 'dreamy', 'peaceful']","['/m/025td0t', '/m/02cjck', '/m/04rlf', '/t/dd00033']",17,40,"['instrumental', 'slow tempo', 'mellow', 'calming']","[1, 8, 43, 55]",train
3OWArQGgmm0,40,50,"/m/01glhc,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/07m2kt,/m/0g12c5","['low quality', 'distorted', 'electric guitar melody', 'noisy', 'echoing wobble effect']","The low quality recording features an electric guitar melody, with echoing wobble effect on, that occasionally distorts. It sounds like the player is trying out an effect for his guitar.",4,False,True,3OWArQGgmm0__40__50,"the low quality recording features an electric guitar melody, with echoing wobble effect on, that occasionally distorts. it sounds like the player is trying out an effect for his guitar.","['low quality', 'distorted', 'electric guitar melody', 'noisy', 'echoing wobble effect']","['low quality', 'distorted', 'electric guitar melody', 'noisy', 'echoing wobble effect']","['/m/01glhc', '/m/02rr_', '/m/02sgy', '/m/0342h', '/m/04rlf', '/m/07m2kt', '/m/0g12c5']",5,30,"['low quality', 'noisy']","[0, 3]",train
3PoC1-xd4Yw,30,40,"/m/085jw,/m/0l14l2","['synth song', 'shofar', 'piano tone', 'melancholic feel', 'slow tempo', 'no percussion', 'no voice', 'no other instruments', 'instrumental']",This song features a synth playing the rhythm section using a piano tone. The shofar plays a tremulous note. There is no percussion in this song. The mood of this song is melancholic. There are no other instruments in this song. There is no voice in this song. This song can be used in a romantic movie.,0,False,False,3PoC1-xd4Yw__30__40,this song features a synth playing the rhythm section using a piano tone. the shofar plays a tremulous note. there is no percussion in this song. the mood of this song is melancholic. there are no other instruments in this song. there is no voice in this song. this song can be used in a romantic movie.,"['synth song', 'shofar', 'piano tone', 'melancholic feel', 'slow tempo', 'no percussion', 'no voice', 'no other instruments', 'instrumental']","['synth song', 'shofar', 'piano tone', 'melancholic feel', 'slow tempo', 'no percussion', 'no voice', 'no other instruments', 'instrumental']","['/m/085jw', '/m/0l14l2']",9,57,"['instrumental', 'slow tempo', 'no other instruments']","[1, 8, 53]",train
3PuzzYmTDA4,70,80,"/m/04rlf,/t/dd00033","['classical', 'low quality', 'soft wide strings melody', 'mellow woodwinds melody', 'low brass melody', 'cymbal riser', 'passionate', 'emotional', 'suspenseful']","The low quality recording features a classical song that consists of a soft wide strings melody, followed by mellow woodwinds melody and low brass melody. There is a short snippet of a cymbal riser at the very end of the loop. It sounds passionate, emotional and suspenseful.",4,False,False,3PuzzYmTDA4__70__80,"the low quality recording features a classical song that consists of a soft wide strings melody, followed by mellow woodwinds melody and low brass melody. there is a short snippet of a cymbal riser at the very end of the loop. it sounds passionate, emotional and suspenseful.","['classical', 'low quality', 'soft wide strings melody', 'mellow woodwinds melody', 'low brass melody', 'cymbal riser', 'passionate', 'emotional', 'suspenseful']","['classical', 'low quality', 'soft wide strings melody', 'mellow woodwinds melody', 'low brass melody', 'cymbal riser', 'passionate', 'emotional', 'suspenseful']","['/m/04rlf', '/t/dd00033']",9,47,"['low quality', 'emotional', 'passionate']","[0, 2, 6]",train
3QNFY4MKTy4,70,80,"/m/04rlf,/t/dd00034","['hungarian pop', 'female vocal', 'melodic singing', 'piano', 'bass guitar', 'acoustic drums', 'emotional', 'heart-touching', 'slow tempo']",This is a Hungarian pop music piece. There is a female vocalist singing melodically. The main tune is being played by a piano while there is a bass guitar playing in the background. A slow tempo acoustic drum beat provides the rhythm. The atmosphere is emotional. This piece could be used in the soundtrack of a romance/drama movie that takes place in Hungary.,9,False,False,3QNFY4MKTy4__70__80,this is a hungarian pop music piece. there is a female vocalist singing melodically. the main tune is being played by a piano while there is a bass guitar playing in the background. a slow tempo acoustic drum beat provides the rhythm. the atmosphere is emotional. this piece could be used in the soundtrack of a romance/drama movie that takes place in hungary.,"['hungarian pop', 'female vocal', 'melodic singing', 'piano', 'bass guitar', 'acoustic drums', 'emotional', 'heart-touching', 'slow tempo']","['hungarian pop', 'female vocal', 'melodic singing', 'piano', 'bass guitar', 'acoustic drums', 'emotional', 'heart-touching', 'slow tempo']","['/m/04rlf', '/t/dd00034']",9,63,"['emotional', 'slow tempo', 'acoustic drums', 'bass guitar', 'piano', 'melodic singing']","[2, 8, 10, 14, 18, 57]",train
3TO4C7SiC7I,30,40,"/m/02w4v,/m/04rlf,/m/06j64v,/m/07pkxdp","['lullaby', 'female voice singing with reverb', 'pad-sound', ""percussion's"", 'meditative', 'medium tempo']","A female voice or voices is/are singing loud and in a high register with a lot of quarter and half steps. The voices are full or reverb. They are accompanied by dry percussion playing a counter rhythm. A pad sound, rich in harmonies, is underlining the song with long chords that are being played in the mid to lower register. This song may be playing while meditating.",6,False,True,3TO4C7SiC7I__30__40,"a female voice or voices is/are singing loud and in a high register with a lot of quarter and half steps. the voices are full or reverb. they are accompanied by dry percussion playing a counter rhythm. a pad sound, rich in harmonies, is underlining the song with long chords that are being played in the mid to lower register. this song may be playing while meditating.","['lullaby', 'female voice singing with reverb', 'pad-sound', ""percussion's"", 'meditative', 'medium tempo']","['lullaby', 'female voice singing with reverb', 'pad-sound', ""percussion's"", 'meditative', 'medium tempo']","['/m/02w4v', '/m/04rlf', '/m/06j64v', '/m/07pkxdp']",6,67,['medium tempo'],[5],train
3TP1itJqv-E,30,40,"/m/0192l,/m/085jw","['solo bagpipe', 'drone', 'audience sounds', 'harsh', 'grating']","Harsh, grating sound of a solo bagpipe with audience sounds in the background.",8,False,False,3TP1itJqv-E__30__40,"harsh, grating sound of a solo bagpipe with audience sounds in the background.","['solo bagpipe', 'drone', 'audience sounds', 'harsh', 'grating']","['solo bagpipe', 'drone', 'audience sounds', 'harsh', 'grating']","['/m/0192l', '/m/085jw']",5,13,[],[],train
3TQmts_MxyQ,30,40,"/m/03_d0,/m/04rlf","['jazz', 'no singer', 'instrumental', 'backing track', 'piano', 'bass guitar', 'acoustic jazz drums', 'mellow', 'soft', 'swing', 'light-hearted']",This is an instrumental backing track of a jazz music piece. There is no singer in this version of the piece. The piano is playing the chords in the minor key while a bass guitar can be heard playing a walking bass line. The rhythmic background consists of acoustic drums playing a jazz swing beat. The atmosphere is delicate. This piece could be playing in the background at a coffee shop. It could be used in the soundtrack of a romantic movie.,9,True,True,3TQmts_MxyQ__30__40,this is an instrumental backing track of a jazz music piece. there is no singer in this version of the piece. the piano is playing the chords in the minor key while a bass guitar can be heard playing a walking bass line. the rhythmic background consists of acoustic drums playing a jazz swing beat. the atmosphere is delicate. this piece could be playing in the background at a coffee shop. it could be used in the soundtrack of a romantic movie.,"['jazz', 'no singer', 'instrumental', 'backing track', 'piano', 'bass guitar', 'acoustic jazz drums', 'mellow', 'soft', 'swing', 'light-hearted']","['jazz', 'no singer', 'instrumental', 'backing track', 'piano', 'bass guitar', 'acoustic jazz drums', 'mellow', 'soft', 'swing', 'light-hearted']","['/m/03_d0', '/m/04rlf']",11,82,"['instrumental', 'bass guitar', 'piano', 'mellow', 'no singer']","[1, 14, 18, 43, 50]",train
3UHHjbO0ThM,30,40,"/m/04rlf,/t/dd00035","['synth rock/pop', 'acoustic drums', 'drumroll', 'synth lead sound', 'brass/string section', 'fast tempo', 'adventures']",This audio contains an acoustic drum set playing fast snare rolls and then adding in a kick on every beat along with some crash hits. A synthesizer is playing a fast lead melody in the upper register. Then the song breaks into the next part and a brass/string section is playing a melody changing note on every beat together with the kick. This song may be playing for a fast paced video-game.,6,False,False,3UHHjbO0ThM__30__40,this audio contains an acoustic drum set playing fast snare rolls and then adding in a kick on every beat along with some crash hits. a synthesizer is playing a fast lead melody in the upper register. then the song breaks into the next part and a brass/string section is playing a melody changing note on every beat together with the kick. this song may be playing for a fast paced video-game.,"['synth rock/pop', 'acoustic drums', 'drumroll', 'synth lead sound', 'brass/string section', 'fast tempo', 'adventures']","['synth rock/pop', 'acoustic drums', 'drumroll', 'synth lead sound', 'brass/string section', 'fast tempo', 'adventures']","['/m/04rlf', '/t/dd00035']",7,72,"['acoustic drums', 'fast tempo']","[10, 11]",train
3VEMHWnewuc,10,20,"/m/04rlf,/t/dd00031","['female voice', 'fast tempo', 'choral harmony', 'charming', 'pleasant', 'simple', 'tranquil', 'soothing', 'keyboard accompaniment', 'sweet', 'mellifluous', 'melodic', 'vocalisation', 'sprightly acoustic guitar']","This song is an instrumental. The tempo is fast with an enthusiastic acoustic guitar melody, keyboard accompaniment and a mellifluous female vocalisation with choral harmony. The music is rhythmic, youthful, simple,beautiful, charming, soothing, pleasant, charming, and tranquil.",7,False,False,3VEMHWnewuc__10__20,"this song is an instrumental. the tempo is fast with an enthusiastic acoustic guitar melody, keyboard accompaniment and a mellifluous female vocalisation with choral harmony. the music is rhythmic, youthful, simple,beautiful, charming, soothing, pleasant, charming, and tranquil.","['female voice', 'fast tempo', 'choral harmony', 'charming', 'pleasant', 'simple', 'tranquil', 'soothing', 'keyboard accompaniment', 'sweet', 'mellifluous', 'melodic', 'vocalisation', 'sprightly acoustic guitar']","['female voice', 'fast tempo', 'choral harmony', 'charming', 'pleasant', 'simple', 'tranquil', 'soothing', 'keyboard accompaniment', 'sweet', 'mellifluous', 'melodic', 'vocalisation', 'sprightly acoustic guitar']","['/m/04rlf', '/t/dd00031']",14,37,['fast tempo'],[11],train
3VTinB14Pmw,30,40,"/m/04rlf,/t/dd00037","['ambient scraping synth lead', 'muddy', 'noisy', 'mono', 'spacey', 'muffled', 'low quality']","The low quality recording features an ambient scraping synth lead playing. It sounds muddy, muffled, but also spacey and the recording is noisy and in mono.",4,False,True,3VTinB14Pmw__30__40,"the low quality recording features an ambient scraping synth lead playing. it sounds muddy, muffled, but also spacey and the recording is noisy and in mono.","['ambient scraping synth lead', 'muddy', 'noisy', 'mono', 'spacey', 'muffled', 'low quality']","['ambient scraping synth lead', 'muddy', 'noisy', 'mono', 'spacey', 'muffled', 'low quality']","['/m/04rlf', '/t/dd00037']",7,26,"['low quality', 'noisy', 'mono']","[0, 3, 12]",train
3XRjrSOVBnQ,240,250,"/m/01sm1g,/m/0l14md","['meditative', 'synth pad', 'male voice talking', 'drum stick sound', 'e-bass', 'digital drums', 'soothing sounds']",This song contains a male voice talking over a synth drone pad along to some soft sounding kick hits and a simple synth arpeggio. Then the recording stops and a new one rises with a drum stick sound and a e-bass sliding up in pitch. This song may be playing in a wildlife documentary.,6,False,False,3XRjrSOVBnQ__240__250,this song contains a male voice talking over a synth drone pad along to some soft sounding kick hits and a simple synth arpeggio. then the recording stops and a new one rises with a drum stick sound and a e-bass sliding up in pitch. this song may be playing in a wildlife documentary.,"['meditative', 'synth pad', 'male voice talking', 'drum stick sound', 'e-bass', 'digital drums', 'soothing sounds']","['meditative', 'synth pad', 'male voice talking', 'drum stick sound', 'e-bass', 'digital drums', 'soothing sounds']","['/m/01sm1g', '/m/0l14md']",7,54,['e-bass'],[26],train
3XeMR8lX0dg,30,40,"/m/02bk07,/m/04rlf,/m/0z9c","['acapella', 'male and female singers', 'environmental noises', 'adventurous']",A cappella choir is singing a melody with a deep male bass voice. Midrange female and male singers and high female voices. Then two female voices start singing two different arpeggio-melodies. The voices are spread across the left and right speaker. You can hear the sound of water. This song may be playing in a live presentation.,6,False,True,3XeMR8lX0dg__30__40,a cappella choir is singing a melody with a deep male bass voice. midrange female and male singers and high female voices. then two female voices start singing two different arpeggio-melodies. the voices are spread across the left and right speaker. you can hear the sound of water. this song may be playing in a live presentation.,"['acapella', 'male and female singers', 'environmental noises', 'adventurous']","['acapella', 'male and female singers', 'environmental noises', 'adventurous']","['/m/02bk07', '/m/04rlf', '/m/0z9c']",4,57,[],[],train
3Xoz87_SUdw,430,440,"/m/01kcd,/m/07gql","['low quality', 'suspenseful orchestra', 'flat male vocal', 'intense', 'dramatic', 'dynamic']","The low quality recording features a flat male vocal speaking over suspenseful orchestra music. It sounds intense and dramatic and as soon as the male vocal stops speaking, the volume of the music goes up - which makes it dynamic overall.",4,False,False,3Xoz87_SUdw__430__440,"the low quality recording features a flat male vocal speaking over suspenseful orchestra music. it sounds intense and dramatic and as soon as the male vocal stops speaking, the volume of the music goes up - which makes it dynamic overall.","['low quality', 'suspenseful orchestra', 'flat male vocal', 'intense', 'dramatic', 'dynamic']","['low quality', 'suspenseful orchestra', 'flat male vocal', 'intense', 'dramatic', 'dynamic']","['/m/01kcd', '/m/07gql']",6,41,"['low quality', 'flat male vocal', 'intense']","[0, 44, 54]",train
3Yc7_n6mDsI,40,50,"/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md","['low quality', 'noisy', 'mono', 'uptempo', 'drums solo', 'punchy snare', 'shimmering hi hats', 'punchy kick', 'snare roll', 'energetic']","The low quality recording features a drum solo that consists of punchy snare hits and occasional snare roll, punchy kick and shimmering hi-hats. It sounds energetic and the recording is in mono and noisy.",4,False,False,3Yc7_n6mDsI__40__50,"the low quality recording features a drum solo that consists of punchy snare hits and occasional snare roll, punchy kick and shimmering hi-hats. it sounds energetic and the recording is in mono and noisy.","['low quality', 'noisy', 'mono', 'uptempo', 'drums solo', 'punchy snare', 'shimmering hi hats', 'punchy kick', 'snare roll', 'energetic']","['low quality', 'noisy', 'mono', 'uptempo', 'drums solo', 'punchy snare', 'shimmering hi hats', 'punchy kick', 'snare roll', 'energetic']","['/m/026t6', '/m/02hnl', '/m/02k_mr', '/m/03t3fj', '/m/06rvn', '/m/0bm02', '/m/0l14md']",10,34,"['low quality', 'noisy', 'energetic', 'mono', 'uptempo', 'punchy snare', 'shimmering hi hats', 'punchy kick']","[0, 3, 4, 12, 20, 21, 22, 25]",train
3YuO2UOYKRk,30,40,"/m/04rlf,/m/07qsvvw,/m/07s72n","['electronic/pop', 'digital drums', 'digital bass', 'synthpad sounds', 'uptempo']",A digital drum is playing a groove along with a stabbing synth sound. They have some fast repeating pattern effect that gives the composition more rhythmic elements along with a loud long and noisy snare sound. The digital bass sounds liquid and synth-pads are swelling up slowly coming into focus. This song may be playing in a lock and pop dance battle.,6,False,True,3YuO2UOYKRk__30__40,a digital drum is playing a groove along with a stabbing synth sound. they have some fast repeating pattern effect that gives the composition more rhythmic elements along with a loud long and noisy snare sound. the digital bass sounds liquid and synth-pads are swelling up slowly coming into focus. this song may be playing in a lock and pop dance battle.,"['electronic/pop', 'digital drums', 'digital bass', 'synthpad sounds', 'uptempo']","['electronic/pop', 'digital drums', 'digital bass', 'synthpad sounds', 'uptempo']","['/m/04rlf', '/m/07qsvvw', '/m/07s72n']",5,62,['uptempo'],[20],train
3ZhyXbwFQAM,200,210,"/m/04rlf,/t/dd00036","['low quality', 'wide punchy toms', 'wide aggressive electric guitars', 'sustained synth lead', 'distorted filtered bass', 'energetic', 'exciting', 'tinny hi hats']","The low quality recording features a wide punchy toms, wide aggressive electric guitars, sustained synth lead, distorted filtered bass and tinny hi hats. It sounds energetic and exciting.",4,False,False,3ZhyXbwFQAM__200__210,"the low quality recording features a wide punchy toms, wide aggressive electric guitars, sustained synth lead, distorted filtered bass and tinny hi hats. it sounds energetic and exciting.","['low quality', 'wide punchy toms', 'wide aggressive electric guitars', 'sustained synth lead', 'distorted filtered bass', 'energetic', 'exciting', 'tinny hi hats']","['low quality', 'wide punchy toms', 'wide aggressive electric guitars', 'sustained synth lead', 'distorted filtered bass', 'energetic', 'exciting', 'tinny hi hats']","['/m/04rlf', '/t/dd00036']",8,28,"['low quality', 'energetic', 'exciting']","[0, 4, 41]",train
3ZyuBJEbmJM,30,40,"/m/026z9,/m/04rlf","['house', 'four on the floor kick', 'hi hat on off beats', 'dotted bass rhythm', 'syncopated bass', 'sparse']","A sparse house music beat with just drums. The kick plays a four on the floor pattern, while the hi-hats play on the off beats and the bass part plays a syncopated dotted rhythm.",8,False,False,3ZyuBJEbmJM__30__40,"a sparse house music beat with just drums. the kick plays a four on the floor pattern, while the hi-hats play on the off beats and the bass part plays a syncopated dotted rhythm.","['house', 'four on the floor kick', 'hi hat on off beats', 'dotted bass rhythm', 'syncopated bass', 'sparse']","['house', 'four on the floor kick', 'hi hat on off beats', 'dotted bass rhythm', 'syncopated bass', 'sparse']","['/m/026z9', '/m/04rlf']",6,34,[],[],train
3_M9ZMo5TiU,130,140,"/m/04rlf,/m/07kc_","['experimental/electronic', 'synthesizer', 'high pitched sound', 'kick', 'amateur recording']",Someone is playing a long high pitched note that is rising up in pitch and is leaving a kick-like sound while repeating itself. This sound may be playing at home testing out a synthesizer and its possibilities.,6,False,True,3_M9ZMo5TiU__130__140,someone is playing a long high pitched note that is rising up in pitch and is leaving a kick-like sound while repeating itself. this sound may be playing at home testing out a synthesizer and its possibilities.,"['experimental/electronic', 'synthesizer', 'high pitched sound', 'kick', 'amateur recording']","['experimental/electronic', 'synthesizer', 'high pitched sound', 'kick', 'amateur recording']","['/m/04rlf', '/m/07kc_']",5,37,['amateur recording'],[7],train
3b3s0TvjGwA,0,10,"/m/04rlf,/m/0790c","['rock', 'acoustic drums', 'synth bell sound', 'special effects', 'uptempo']",A drone sound is playing in the lower to mid range as an intro before the song starts with a high pitched bell sound with a very long release time and acoustic drums that sounds like playing behind a closed door. This song may be playing in a club.,6,False,True,3b3s0TvjGwA__0__10,a drone sound is playing in the lower to mid range as an intro before the song starts with a high pitched bell sound with a very long release time and acoustic drums that sounds like playing behind a closed door. this song may be playing in a club.,"['rock', 'acoustic drums', 'synth bell sound', 'special effects', 'uptempo']","['rock', 'acoustic drums', 'synth bell sound', 'special effects', 'uptempo']","['/m/04rlf', '/m/0790c']",5,49,"['acoustic drums', 'uptempo', 'rock']","[10, 20, 34]",train
3bg0iy-ypcw,30,40,"/m/03_d0,/m/04rlf","['hip hop', 'live performance', 'warm', 'repetitive piano melody', 'smooth bass', 'repetitive male vocal', 'shimmering hi hats', 'soft snare', 'soft kick', 'jazzy']","The Hip Hip songs live performance consists of repetitive male vocal singing over repetitive piano melody, smooth bass, shimmering hi hats and soft kick and snare hits. It sounds jazzy and warm.",4,False,True,3bg0iy-ypcw__30__40,"the hip hip songs live performance consists of repetitive male vocal singing over repetitive piano melody, smooth bass, shimmering hi hats and soft kick and snare hits. it sounds jazzy and warm.","['hip hop', 'live performance', 'warm', 'repetitive piano melody', 'smooth bass', 'repetitive male vocal', 'shimmering hi hats', 'soft snare', 'soft kick', 'jazzy']","['hip hop', 'live performance', 'warm', 'repetitive piano melody', 'smooth bass', 'repetitive male vocal', 'shimmering hi hats', 'soft snare', 'soft kick', 'jazzy']","['/m/03_d0', '/m/04rlf']",10,32,"['live performance', 'shimmering hi hats']","[9, 22]",train
3cEQfNZ_F1w,30,40,"/m/03_d0,/m/04rlf,/m/064t9","['jazzy', 'upbeat', 'electric guitar licks', 'piano groove', 'hoppy jazz beat', 'cheery bassline']","This is a jazzy instrumental that sounds upbeat, cheery and vibrant. This would be suitable for some swing dancing. It's got an electric guitarist playing licks, a punchy piano, and groovy intricate drum pattern. The piece is in four over four time signature.",3,False,False,3cEQfNZ_F1w__30__40,"this is a jazzy instrumental that sounds upbeat, cheery and vibrant. this would be suitable for some swing dancing. it's got an electric guitarist playing licks, a punchy piano, and groovy intricate drum pattern. the piece is in four over four time signature.","['jazzy', 'upbeat', 'electric guitar licks', 'piano groove', 'hoppy jazz beat', 'cheery bassline']","['jazzy', 'upbeat', 'electric guitar licks', 'piano groove', 'hoppy jazz beat', 'cheery bassline']","['/m/03_d0', '/m/04rlf', '/m/064t9']",6,43,['upbeat'],[39],train
3dzR3ZWOe8Y,410,420,"/m/01kcd,/m/06ncr","['jazz', 'baritone saxophone', 'acoustic piano', 'saxophones', 'trombones', 'trumpets', 'acoustic drums', 'e-bass', 'very fast tempo']",This song contains acoustic drums playing a complex rhythm along with a e-bass playing a walking bassline and a piano playing jazz chords in the mid range. A baritone saxophone is playing the main melody accompanied by other brass instruments. This song may be playing during a live concert.,6,False,False,3dzR3ZWOe8Y__410__420,this song contains acoustic drums playing a complex rhythm along with a e-bass playing a walking bassline and a piano playing jazz chords in the mid range. a baritone saxophone is playing the main melody accompanied by other brass instruments. this song may be playing during a live concert.,"['jazz', 'baritone saxophone', 'acoustic piano', 'saxophones', 'trombones', 'trumpets', 'acoustic drums', 'e-bass', 'very fast tempo']","['jazz', 'baritone saxophone', 'acoustic piano', 'saxophones', 'trombones', 'trumpets', 'acoustic drums', 'e-bass', 'very fast tempo']","['/m/01kcd', '/m/06ncr']",9,49,"['acoustic drums', 'e-bass']","[10, 26]",train
3fqWosszpnE,50,60,"/m/04rlf,/m/07qcpgn","['male singer', 'fast tempo', 'happy song', 'groovy', 'ukele melody', 'acoustic guitar', 'keyboard accompaniment', 'emphatic vocals', 'vocal backup', 'energetic', 'peppy', 'buoyant', 'dance grove', 'party song', 'club music', 'muffled sounds', 'boomy drumming', 'strong drum beats', 'clapping', 'cheering', 'happy', 'peppy', 'cheerful', 'muddled audio', 'synthesiser', 'percussion grooves', 'african percussion', 'thumping music', 'indie pop', 'ukele']","A male vocalist sings this upbeat pop song. The tempo is medium fast with thumping drum beats, percussion instruments, ukulele melody, keyboard accompaniment and rhythmic guitar. The audio is muddled making it difficult to hear the finer elements of the song. The song is energetic, enthusiastic, happy, fresh, peppy, perky , groovy. There is background chatter, clapping, cheering and rustling. The song is a Pop Rock/Alternative Indie.",7,False,True,3fqWosszpnE__50__60,"a male vocalist sings this upbeat pop song. the tempo is medium fast with thumping drum beats, percussion instruments, ukulele melody, keyboard accompaniment and rhythmic guitar. the audio is muddled making it difficult to hear the finer elements of the song. the song is energetic, enthusiastic, happy, fresh, peppy, perky , groovy. there is background chatter, clapping, cheering and rustling. the song is a pop rock/alternative indie.","['male singer', 'fast tempo', 'happy song', 'groovy', 'ukele melody', 'acoustic guitar', 'keyboard accompaniment', 'emphatic vocals', 'vocal backup', 'energetic', 'peppy', 'buoyant', 'dance grove', 'party song', 'club music', 'muffled sounds', 'boomy drumming', 'strong drum beats', 'clapping', 'cheering', 'happy', 'peppy', 'cheerful', 'muddled audio', 'synthesiser', 'percussion grooves', 'african percussion', 'thumping music', 'indie pop', 'ukele']","['male singer', 'fast tempo', 'happy song', 'groovy', 'ukele melody', 'acoustic guitar', 'keyboard accompaniment', 'emphatic vocals', 'vocal backup', 'energetic', 'peppy', 'buoyant', 'dance grove', 'party song', 'club music', 'muffled sounds', 'boomy drumming', 'strong drum beats', 'clapping', 'cheering', 'happy', 'cheerful', 'muddled audio', 'synthesiser', 'percussion grooves', 'african percussion', 'thumping music', 'indie pop', 'ukele']","['/m/04rlf', '/m/07qcpgn']",29,67,"['energetic', 'fast tempo', 'groovy', 'acoustic guitar', 'happy', 'male singer', 'cheerful']","[4, 11, 13, 16, 23, 31, 49]",train
